# vtime(s),emu-avail(%) for mode:random target-avail(%)=0.6000
26951,0.0630
26953,0.0630
26954,0.0630
26954,0.0630
26954,0.0630
26957,0.0630
26960,0.0630
26962,0.0630
26964,0.0630
26966,0.0630
26970,0.0630
26971,0.0630
26974,0.0630
26977,0.0630
26977,0.0629
26981,0.0629
26984,0.0629
26985,0.0629
26987,0.0629
26988,0.0629
26990,0.0629
26995,0.0629
26995,0.0629
26996,0.0629
26999,0.0629
27001,0.0629
27002,0.0629
27004,0.0629
27008,0.0629
27013,0.0629
27016,0.0629
27019,0.0629
27019,0.0628
27023,0.0628
27024,0.0628
27025,0.0628
27027,0.0628
27029,0.0628
27030,0.0628
27034,0.0628
27034,0.0628
27035,0.0628
27035,0.0628
27038,0.0628
27041,0.0628
27042,0.0628
27044,0.0628
27045,0.0628
27050,0.0628
27055,0.0627
27057,0.0627
27059,0.0627
27063,0.0627
27065,0.0627
27068,0.0627
27071,0.0627
27076,0.0627
27080,0.0627
27083,0.0627
27084,0.0627
27089,0.0627
27092,0.0627
27095,0.0627
27097,0.0627
27099,0.0627
27100,0.0627
27104,0.0626
27109,0.0626
27111,0.0626
27111,0.0626
27113,0.0626
27118,0.0626
27121,0.0626
27121,0.0626
27126,0.0626
27128,0.0626
27129,0.0626
27132,0.0626
27134,0.0626
27138,0.0626
27138,0.0626
27142,0.0626
27146,0.0626
27147,0.0626
27151,0.0625
27154,0.0625
27156,0.0625
27161,0.0625
27164,0.0625
27168,0.0625
27168,0.0625
27172,0.0625
27176,0.0625
27178,0.0625
27181,0.0625
27185,0.0625
27188,0.0625
27193,0.0625
27196,0.0625
27201,0.0625
27205,0.0625
27207,0.0624
27211,0.0624
27216,0.0624
27220,0.0624
27223,0.0624
27223,0.0624
27227,0.0624
27228,0.0624
27231,0.0624
27233,0.0624
27234,0.0624
27237,0.0624
27241,0.0624
27245,0.0624
27245,0.0624
27247,0.0624
27247,0.0624
27249,0.0624
27251,0.0623
27254,0.0623
27257,0.0623
27258,0.0623
27259,0.0623
27260,0.0623
27264,0.0623
27266,0.0623
27266,0.0623
27269,0.0623
27274,0.0623
27277,0.0623
27282,0.0623
27287,0.0623
27290,0.0623
27292,0.0623
27295,0.0623
27299,0.0622
27300,0.0622
27301,0.0622
27302,0.0622
27304,0.0622
27307,0.0622
27311,0.0622
27314,0.0622
27319,0.0622
27321,0.0622
27323,0.0622
27324,0.0622
27325,0.0622
27327,0.0622
27332,0.0622
27336,0.0622
27338,0.0622
27338,0.0622
27340,0.0621
27344,0.0621
27347,0.0621
27349,0.0621
27352,0.0621
27355,0.0621
27359,0.0621
27363,0.0621
27366,0.0621
27370,0.0621
27372,0.0621
27377,0.0621
27379,0.0621
27379,0.0621
27383,0.0621
27383,0.0621
27386,0.0621
27387,0.0621
27390,0.0620
27393,0.0620
27393,0.0620
27393,0.0620
27397,0.0620
27402,0.0620
27405,0.0620
27406,0.0620
27406,0.0620
27407,0.0620
27408,0.0620
27412,0.0620
27413,0.0620
27415,0.0620
27417,0.0620
27419,0.0620
27422,0.0620
27427,0.0620
27430,0.0619
27432,0.0619
27435,0.0619
27436,0.0619
27437,0.0619
27439,0.0619
27443,0.0619
27448,0.0619
27450,0.0619
27452,0.0619
27457,0.0619
27459,0.0619
27462,0.0619
27464,0.0619
27469,0.0619
27473,0.0619
27475,0.0619
27479,0.0618
27483,0.0618
27488,0.0618
27488,0.0618
27489,0.0618
27489,0.0618
27490,0.0618
27494,0.0618
27494,0.0618
27496,0.0618
27497,0.0618
27500,0.0618
27500,0.0618
27504,0.0618
27508,0.0618
27512,0.0618
27512,0.0618
27516,0.0618
27516,0.0617
27518,0.0617
27520,0.0617
27521,0.0617
27521,0.0617
27521,0.0617
27522,0.0617
27522,0.0617
27525,0.0617
27528,0.0617
27532,0.0617
27535,0.0617
27535,0.0617
27536,0.0617
27540,0.0617
27541,0.0617
27545,0.0617
27545,0.0617
27548,0.0616
27551,0.0616
27553,0.0616
27554,0.0616
27554,0.0616
27557,0.0616
27562,0.0616
27562,0.0616
27566,0.0616
27566,0.0616
27568,0.0616
27571,0.0616
27572,0.0616
27574,0.0616
27578,0.0616
27582,0.0616
27583,0.0616
27585,0.0616
27590,0.0615
27593,0.0615
27597,0.0615
27601,0.0615
27603,0.0615
27605,0.0615
27606,0.0615
27608,0.0615
27609,0.0615
27611,0.0615
27615,0.0615
27618,0.0615
27618,0.0615
27620,0.0615
27622,0.0615
27624,0.0615
27624,0.0615
27627,0.0615
27630,0.0614
27633,0.0614
27635,0.0614
27638,0.0614
27639,0.0614
27642,0.0614
27647,0.0614
27651,0.0614
27654,0.0614
27655,0.0614
27660,0.0614
27661,0.0614
27664,0.0614
27665,0.0614
27667,0.0614
27669,0.0614
27673,0.0614
27673,0.0614
27675,0.0613
27675,0.0613
27677,0.0613
27679,0.0613
27683,0.0613
27687,0.0613
27688,0.0613
27690,0.0613
27693,0.0613
27695,0.0613
27699,0.0613
27699,0.0613
27701,0.0613
27705,0.0613
27707,0.0613
27707,0.0613
27710,0.0613
27713,0.0613
27716,0.0613
27719,0.0612
27723,0.0612
27726,0.0612
27730,0.0612
27731,0.0612
27736,0.0612
27738,0.0612
27740,0.0612
27744,0.0612
27747,0.0612
27748,0.0612
27748,0.0612
27752,0.0612
27755,0.0612
27758,0.0612
27761,0.0612
27764,0.0612
27768,0.0612
27770,0.0611
27773,0.0611
27775,0.0611
27778,0.0611
27781,0.0611
27782,0.0611
27783,0.0611
27786,0.0611
27791,0.0611
27791,0.0611
27796,0.0611
27801,0.0611
27803,0.0611
27807,0.0611
27812,0.0611
27813,0.0611
27815,0.0611
27820,0.0611
27823,0.0610
27827,0.0611
27830,0.0612
27833,0.0613
27834,0.0614
27839,0.0615
27841,0.0616
27843,0.0616
27845,0.0617
27845,0.0618
27850,0.0619
27852,0.0620
27857,0.0621
27858,0.0621
27860,0.0622
27860,0.0623
27860,0.0624
27861,0.0625
27865,0.0626
27870,0.0626
27873,0.0625
27875,0.0625
27878,0.0625
27882,0.0625
27887,0.0625
27888,0.0625
27891,0.0625
27893,0.0625
27894,0.0625
27897,0.0625
27899,0.0625
27901,0.0625
27902,0.0625
27906,0.0625
27907,0.0625
27909,0.0625
27910,0.0625
27914,0.0624
27918,0.0624
27919,0.0624
27923,0.0624
27925,0.0624
27930,0.0624
27932,0.0624
27934,0.0624
27937,0.0624
27938,0.0624
27942,0.0624
27944,0.0624
27945,0.0624
27948,0.0624
27953,0.0624
27954,0.0624
27956,0.0624
27957,0.0624
27958,0.0623
27963,0.0623
27963,0.0623
27964,0.0623
27964,0.0623
27969,0.0623
27974,0.0623
27978,0.0623
27983,0.0623
27986,0.0623
27988,0.0623
27988,0.0623
27989,0.0623
27991,0.0623
27992,0.0623
27994,0.0623
27998,0.0623
28001,0.0623
28001,0.0623
28003,0.0622
28007,0.0622
28010,0.0622
28011,0.0622
28013,0.0622
28017,0.0622
28020,0.0622
28020,0.0622
28023,0.0622
28026,0.0622
28027,0.0622
28032,0.0622
28036,0.0622
28040,0.0622
28040,0.0622
28042,0.0622
28044,0.0622
28048,0.0622
28048,0.0621
28049,0.0621
28051,0.0621
28053,0.0621
28053,0.0621
28054,0.0621
28059,0.0621
28062,0.0621
28065,0.0621
28069,0.0621
28070,0.0621
28072,0.0621
28073,0.0621
28076,0.0621
28079,0.0621
28082,0.0621
28083,0.0621
28084,0.0621
28087,0.0620
28088,0.0620
28093,0.0620
28093,0.0620
28098,0.0620
28101,0.0620
28103,0.0620
28105,0.0620
28107,0.0620
28110,0.0620
28113,0.0620
28118,0.0620
28122,0.0620
28122,0.0620
28127,0.0620
28131,0.0621
28134,0.0621
28138,0.0622
28141,0.0623
28145,0.0624
28149,0.0625
28150,0.0625
28150,0.0626
28152,0.0627
28156,0.0628
28159,0.0629
28163,0.0630
28168,0.0630
28170,0.0631
28172,0.0632
28173,0.0633
28177,0.0634
28180,0.0635
28181,0.0635
28185,0.0636
28186,0.0637
28191,0.0638
28195,0.0639
28200,0.0640
28202,0.0640
28203,0.0641
28208,0.0642
28210,0.0643
28212,0.0644
28216,0.0645
28217,0.0645
28218,0.0646
28219,0.0647
28221,0.0648
28222,0.0649
28226,0.0649
28227,0.0650
28228,0.0651
28228,0.0652
28233,0.0653
28236,0.0654
28238,0.0654
28239,0.0655
28243,0.0656
28246,0.0657
28248,0.0658
28249,0.0659
28250,0.0659
28250,0.0660
28252,0.0661
28254,0.0662
28259,0.0663
28261,0.0663
28261,0.0664
28265,0.0665
28267,0.0666
28268,0.0667
28273,0.0668
28277,0.0668
28282,0.0669
28285,0.0670
28287,0.0671
28289,0.0672
28292,0.0672
28294,0.0672
28299,0.0671
28304,0.0671
28307,0.0671
28308,0.0671
28312,0.0671
28316,0.0671
28319,0.0671
28319,0.0671
28323,0.0671
28327,0.0671
28330,0.0671
28332,0.0671
28334,0.0671
28335,0.0671
28336,0.0671
28339,0.0671
28341,0.0671
28342,0.0670
28342,0.0670
28344,0.0670
28348,0.0670
28349,0.0670
28354,0.0670
28356,0.0670
28357,0.0670
28357,0.0670
28361,0.0670
28363,0.0670
28366,0.0670
28368,0.0670
28370,0.0670
28372,0.0670
28376,0.0670
28377,0.0670
28377,0.0669
28378,0.0669
28378,0.0669
28380,0.0669
28381,0.0669
28382,0.0669
28387,0.0669
28391,0.0669
28393,0.0669
28395,0.0669
28397,0.0669
28398,0.0669
28401,0.0669
28403,0.0669
28403,0.0669
28407,0.0669
28411,0.0669
28412,0.0668
28412,0.0668
28413,0.0668
28415,0.0668
28419,0.0668
28419,0.0668
28419,0.0668
28422,0.0668
28423,0.0668
28425,0.0668
28428,0.0668
28428,0.0668
28428,0.0668
28430,0.0668
28430,0.0668
28431,0.0668
28434,0.0668
28438,0.0667
28439,0.0667
28443,0.0667
28443,0.0667
28444,0.0667
28444,0.0667
28445,0.0667
28446,0.0667
28447,0.0667
28447,0.0667
28448,0.0667
28449,0.0667
28451,0.0667
28452,0.0667
28455,0.0667
28457,0.0667
28457,0.0667
28458,0.0666
28461,0.0666
28465,0.0666
28466,0.0666
28470,0.0666
28472,0.0666
28474,0.0666
28475,0.0666
28478,0.0666
28479,0.0666
28483,0.0666
28485,0.0666
28487,0.0666
28487,0.0666
28489,0.0666
28492,0.0666
28495,0.0666
28497,0.0666
28502,0.0665
28507,0.0665
28509,0.0665
28510,0.0665
28512,0.0665
28513,0.0665
28514,0.0665
28519,0.0665
28520,0.0665
28521,0.0665
28525,0.0665
28525,0.0665
28530,0.0665
28534,0.0665
28539,0.0665
28541,0.0665
28544,0.0665
28548,0.0664
28552,0.0664
28556,0.0664
28561,0.0664
28564,0.0664
28565,0.0664
28569,0.0664
28573,0.0664
28576,0.0664
28580,0.0664
28584,0.0664
28587,0.0664
28589,0.0664
28591,0.0664
28595,0.0664
28595,0.0664
28595,0.0664
28600,0.0663
28600,0.0663
28602,0.0663
28606,0.0663
28608,0.0663
28611,0.0663
28611,0.0663
28614,0.0663
28615,0.0663
28616,0.0663
28617,0.0663
28619,0.0663
28621,0.0663
28622,0.0663
28623,0.0663
28625,0.0663
28627,0.0663
28628,0.0663
28633,0.0662
28637,0.0662
28642,0.0662
28647,0.0662
28650,0.0662
28652,0.0662
28653,0.0662
28657,0.0662
28662,0.0662
28665,0.0662
28669,0.0662
28672,0.0662
28674,0.0662
28677,0.0662
28679,0.0662
28684,0.0662
28684,0.0662
28685,0.0661
28689,0.0661
28692,0.0661
28692,0.0661
28693,0.0661
28694,0.0661
28697,0.0661
28702,0.0661
28705,0.0661
28708,0.0661
28712,0.0661
28715,0.0661
28718,0.0661
28722,0.0661
28723,0.0661
28727,0.0661
28728,0.0661
28729,0.0660
28730,0.0660
28734,0.0660
28735,0.0660
28736,0.0660
28738,0.0660
28738,0.0660
28741,0.0660
28743,0.0660
28745,0.0660
28745,0.0660
28750,0.0660
28751,0.0660
28753,0.0660
28753,0.0660
28754,0.0660
28757,0.0660
28759,0.0660
28760,0.0659
28765,0.0659
28765,0.0659
28769,0.0659
28774,0.0659
28775,0.0659
28777,0.0659
28780,0.0659
28784,0.0659
28786,0.0659
28789,0.0659
28793,0.0659
28796,0.0659
28801,0.0659
28802,0.0659
28802,0.0659
28803,0.0659
28806,0.0659
28806,0.0658
28809,0.0658
28810,0.0658
28810,0.0658
28814,0.0658
28815,0.0658
28819,0.0658
28821,0.0658
28824,0.0658
28824,0.0658
28826,0.0658
28829,0.0658
28830,0.0658
28835,0.0658
28838,0.0658
28840,0.0658
28842,0.0658
28843,0.0657
28847,0.0657
28848,0.0657
28852,0.0657
28853,0.0657
28857,0.0657
28861,0.0657
28864,0.0657
28864,0.0657
28865,0.0657
28867,0.0657
28869,0.0657
28873,0.0657
28874,0.0657
28878,0.0657
28881,0.0657
28883,0.0657
28883,0.0657
28886,0.0656
28891,0.0656
28893,0.0656
28893,0.0656
28894,0.0656
28897,0.0656
28898,0.0656
28900,0.0656
28903,0.0656
28904,0.0656
28904,0.0656
28906,0.0656
28909,0.0656
28911,0.0656
28913,0.0656
28917,0.0656
28922,0.0656
28926,0.0656
28927,0.0655
28928,0.0655
28931,0.0655
28934,0.0655
28935,0.0655
28937,0.0655
28942,0.0655
28943,0.0655
28947,0.0655
28949,0.0655
28950,0.0655
28954,0.0655
28954,0.0655
28954,0.0655
28956,0.0655
28960,0.0655
28962,0.0655
28963,0.0655
28965,0.0654
28970,0.0654
28970,0.0654
28971,0.0654
28975,0.0654
28978,0.0654
28980,0.0654
28982,0.0654
28982,0.0654
28984,0.0654
28984,0.0654
28986,0.0654
28986,0.0654
28987,0.0654
28987,0.0654
28991,0.0654
28995,0.0654
28996,0.0653
28999,0.0653
29002,0.0653
29003,0.0653
29007,0.0653
29011,0.0653
29014,0.0653
29019,0.0653
29022,0.0653
29024,0.0653
29027,0.0653
29029,0.0653
29034,0.0653
29036,0.0653
29038,0.0653
29040,0.0653
29044,0.0653
29045,0.0653
29047,0.0652
29047,0.0652
29051,0.0652
29053,0.0652
29058,0.0652
29059,0.0652
29060,0.0652
29062,0.0652
29066,0.0652
29068,0.0652
29071,0.0652
29074,0.0652
29076,0.0652
29080,0.0652
29081,0.0652
29082,0.0652
29083,0.0652
29085,0.0652
29089,0.0651
29093,0.0651
29097,0.0651
29099,0.0651
29104,0.0651
29108,0.0651
29109,0.0651
29110,0.0651
29113,0.0651
29118,0.0651
29119,0.0651
29121,0.0651
29122,0.0651
29126,0.0651
29130,0.0651
29131,0.0651
29131,0.0651
29133,0.0651
29133,0.0650
29138,0.0650
29142,0.0650
29143,0.0650
29144,0.0650
29146,0.0650
29147,0.0650
29152,0.0650
29152,0.0650
29155,0.0650
29159,0.0650
29159,0.0650
29161,0.0650
29166,0.0650
29170,0.0650
29171,0.0650
29172,0.0650
29175,0.0650
29176,0.0649
29177,0.0649
29180,0.0649
29180,0.0649
29182,0.0649
29185,0.0649
29187,0.0649
29189,0.0649
29191,0.0649
29192,0.0649
29196,0.0649
29197,0.0649
29198,0.0649
29198,0.0649
29200,0.0649
29201,0.0649
29205,0.0649
29210,0.0649
29210,0.0649
29214,0.0648
29218,0.0648
29222,0.0648
29225,0.0648
29227,0.0648
29229,0.0648
29234,0.0648
29236,0.0648
29237,0.0648
29239,0.0648
29244,0.0648
29247,0.0648
29247,0.0648
29248,0.0648
29252,0.0648
29256,0.0648
29259,0.0648
29260,0.0648
29262,0.0647
29264,0.0647
29268,0.0647
29269,0.0647
29269,0.0647
29274,0.0647
29275,0.0647
29277,0.0647
29279,0.0647
29283,0.0647
29283,0.0647
29286,0.0647
29291,0.0647
29295,0.0647
29300,0.0647
29305,0.0647
29305,0.0647
29307,0.0647
29310,0.0646
29313,0.0646
29316,0.0646
29316,0.0646
29319,0.0646
29320,0.0646
29322,0.0646
29324,0.0646
29327,0.0646
29328,0.0646
29331,0.0646
29334,0.0646
29337,0.0646
29339,0.0646
29339,0.0646
29343,0.0646
29346,0.0646
29347,0.0646
29351,0.0645
29356,0.0645
29357,0.0645
29360,0.0645
29365,0.0645
29366,0.0645
29369,0.0645
29371,0.0645
29373,0.0645
29374,0.0645
29377,0.0645
29380,0.0645
29380,0.0645
29382,0.0645
29387,0.0645
29389,0.0645
29392,0.0645
29395,0.0645
29397,0.0645
29401,0.0644
29402,0.0644
29406,0.0644
29407,0.0644
29411,0.0644
29412,0.0644
29416,0.0644
29416,0.0644
29417,0.0644
29420,0.0644
29421,0.0644
29423,0.0644
29426,0.0644
29428,0.0644
29429,0.0644
29430,0.0644
29433,0.0644
29436,0.0644
29436,0.0643
29440,0.0643
29442,0.0643
29443,0.0643
29445,0.0643
29446,0.0643
29447,0.0643
29451,0.0643
29454,0.0643
29458,0.0643
29459,0.0643
29460,0.0643
29464,0.0643
29468,0.0643
29468,0.0643
29469,0.0643
29471,0.0643
29472,0.0643
29476,0.0643
29479,0.0642
29480,0.0642
29483,0.0642
29487,0.0642
29492,0.0642
29493,0.0642
29494,0.0642
29497,0.0642
29499,0.0642
29501,0.0642
29505,0.0642
29509,0.0642
29510,0.0642
29512,0.0642
29513,0.0642
29514,0.0642
29515,0.0642
29517,0.0642
29518,0.0641
29519,0.0641
29523,0.0641
29526,0.0641
29531,0.0641
29532,0.0641
29535,0.0641
29536,0.0641
29540,0.0641
29543,0.0641
29548,0.0641
29551,0.0641
29552,0.0641
29553,0.0641
29554,0.0641
29555,0.0641
29555,0.0641
29559,0.0641
29560,0.0641
29563,0.0640
29567,0.0640
29570,0.0640
29572,0.0640
29572,0.0640
29574,0.0640
29576,0.0640
29579,0.0640
29581,0.0640
29582,0.0640
29585,0.0640
29586,0.0640
29591,0.0640
29592,0.0640
29596,0.0640
29601,0.0640
29602,0.0640
29603,0.0640
29604,0.0639
29607,0.0639
29608,0.0639
29612,0.0639
29613,0.0639
29617,0.0639
29621,0.0639
29624,0.0639
29626,0.0639
29630,0.0639
29633,0.0639
29638,0.0639
29642,0.0639
29644,0.0639
29646,0.0639
29648,0.0639
29649,0.0639
29653,0.0639
29656,0.0639
29660,0.0638
29663,0.0638
29666,0.0638
29667,0.0638
29668,0.0638
29671,0.0638
29673,0.0638
29677,0.0638
29678,0.0638
29678,0.0638
29679,0.0638
29680,0.0638
29681,0.0638
29685,0.0638
29689,0.0638
29690,0.0638
29692,0.0638
29695,0.0638
29699,0.0638
29700,0.0637
29700,0.0637
29702,0.0637
29706,0.0637
29707,0.0637
29710,0.0637
29715,0.0637
29719,0.0637
29721,0.0637
29725,0.0637
29726,0.0637
29727,0.0637
29729,0.0637
29732,0.0637
29735,0.0637
29740,0.0637
29743,0.0637
29743,0.0637
29748,0.0637
29749,0.0636
29751,0.0636
29752,0.0636
29757,0.0636
29758,0.0636
29762,0.0636
29767,0.0636
29770,0.0636
29774,0.0636
29778,0.0636
29782,0.0636
29787,0.0636
29788,0.0636
29792,0.0636
29796,0.0636
29797,0.0636
29802,0.0636
29805,0.0636
29808,0.0636
29813,0.0635
29817,0.0635
29822,0.0635
29825,0.0635
29829,0.0635
29829,0.0635
29831,0.0635
29836,0.0635
29836,0.0635
29836,0.0635
29838,0.0635
29839,0.0635
29841,0.0635
29846,0.0635
29846,0.0635
29848,0.0635
29851,0.0635
29855,0.0635
29855,0.0634
29858,0.0634
29861,0.0634
29864,0.0634
29866,0.0634
29870,0.0634
29872,0.0634
29874,0.0634
29876,0.0634
29880,0.0634
29882,0.0634
29887,0.0634
29891,0.0634
29893,0.0634
29898,0.0634
29903,0.0634
29905,0.0634
29906,0.0634
29907,0.0634
29912,0.0633
29914,0.0633
29915,0.0633
29918,0.0633
29920,0.0633
29924,0.0633
29926,0.0633
29928,0.0633
29929,0.0633
29930,0.0633
29931,0.0633
29933,0.0633
29934,0.0633
29936,0.0633
29941,0.0633
29943,0.0633
29947,0.0633
29950,0.0633
29950,0.0633
29951,0.0633
29951,0.0632
29953,0.0632
29954,0.0632
29958,0.0632
29961,0.0632
29964,0.0632
29968,0.0632
29970,0.0632
29974,0.0632
29978,0.0632
29981,0.0632
29982,0.0632
29984,0.0632
29986,0.0632
29991,0.0632
29993,0.0632
29994,0.0632
29996,0.0632
30000,0.0632
30001,0.0631
30002,0.0631
30003,0.0631
30005,0.0631
30008,0.0631
30010,0.0631
30011,0.0631
30012,0.0631
30016,0.0631
30017,0.0631
30019,0.0631
30022,0.0631
30024,0.0631
30025,0.0631
30030,0.0631
30033,0.0631
30035,0.0631
30039,0.0631
30043,0.0631
30044,0.0630
30045,0.0630
30047,0.0630
30050,0.0630
30053,0.0630
30058,0.0630
30058,0.0630
30060,0.0630
30065,0.0630
30066,0.0630
30069,0.0630
30072,0.0630
30073,0.0630
30078,0.0630
30081,0.0630
30084,0.0630
30084,0.0630
30085,0.0630
30088,0.0630
30093,0.0629
30096,0.0629
30097,0.0629
30102,0.0629
30102,0.0629
30105,0.0629
30107,0.0629
30111,0.0629
30113,0.0629
30114,0.0629
30115,0.0629
30119,0.0629
30122,0.0629
30127,0.0629
30130,0.0629
30131,0.0629
30134,0.0629
30137,0.0629
30142,0.0629
30146,0.0628
30147,0.0628
30150,0.0628
30154,0.0628
30157,0.0628
30158,0.0628
30161,0.0628
30162,0.0628
30166,0.0628
30169,0.0628
30174,0.0628
30177,0.0628
30177,0.0628
30177,0.0628
30179,0.0628
30181,0.0628
30184,0.0628
30187,0.0628
30191,0.0628
30194,0.0628
30195,0.0627
30196,0.0627
30196,0.0627
30198,0.0627
30202,0.0627
30207,0.0627
30209,0.0627
30212,0.0627
30213,0.0627
30215,0.0627
30217,0.0627
30218,0.0627
30223,0.0627
30223,0.0627
30224,0.0627
30227,0.0627
30227,0.0627
30231,0.0627
30234,0.0627
30238,0.0626
30239,0.0626
30241,0.0626
30242,0.0626
30246,0.0626
30247,0.0626
30249,0.0626
30253,0.0626
30255,0.0626
30258,0.0626
30260,0.0626
30260,0.0626
30261,0.0626
30262,0.0626
30264,0.0626
30265,0.0626
30267,0.0626
30268,0.0626
30270,0.0626
30272,0.0626
30275,0.0625
30279,0.0625
30284,0.0625
30287,0.0625
30287,0.0625
30291,0.0625
30292,0.0625
30293,0.0625
30294,0.0625
30296,0.0625
30297,0.0625
30301,0.0625
30305,0.0625
30310,0.0625
30311,0.0625
30313,0.0625
30318,0.0625
30322,0.0625
30323,0.0625
30323,0.0624
30324,0.0624
30328,0.0624
30330,0.0624
30332,0.0624
30335,0.0624
30339,0.0624
30342,0.0624
30344,0.0624
30347,0.0624
30351,0.0624
30354,0.0624
30356,0.0624
30358,0.0624
30359,0.0624
30362,0.0624
30366,0.0624
30368,0.0624
30368,0.0624
30371,0.0624
30374,0.0623
30374,0.0623
30375,0.0623
30376,0.0623
30380,0.0623
30383,0.0623
30388,0.0623
30392,0.0623
30395,0.0623
30400,0.0623
30405,0.0623
30406,0.0623
30410,0.0623
30415,0.0623
30419,0.0623
30420,0.0623
30421,0.0623
30425,0.0623
30428,0.0623
30429,0.0623
30430,0.0622
30434,0.0622
30437,0.0622
30437,0.0622
30438,0.0622
30442,0.0622
30447,0.0622
30449,0.0622
30450,0.0622
30454,0.0622
30458,0.0622
30462,0.0622
30466,0.0622
30469,0.0622
30472,0.0622
30472,0.0622
30473,0.0622
30477,0.0622
30478,0.0622
30480,0.0621
30485,0.0621
30488,0.0621
30490,0.0621
30494,0.0621
30498,0.0621
30502,0.0621
30507,0.0621
30510,0.0621
30513,0.0621
30515,0.0621
30520,0.0621
30524,0.0621
30526,0.0621
30530,0.0621
30533,0.0621
30538,0.0621
30542,0.0621
30544,0.0621
30546,0.0621
30551,0.0620
30554,0.0620
30559,0.0620
30559,0.0620
30563,0.0620
30566,0.0620
30568,0.0620
30571,0.0620
30574,0.0620
30575,0.0620
30577,0.0620
30579,0.0620
30582,0.0620
30585,0.0620
30589,0.0620
30593,0.0620
30593,0.0620
30596,0.0620
30597,0.0620
30598,0.0620
30603,0.0619
30606,0.0619
30611,0.0619
30613,0.0619
30616,0.0619
30618,0.0619
30620,0.0619
30624,0.0619
30624,0.0619
30627,0.0619
30630,0.0619
30630,0.0619
30631,0.0619
30633,0.0619
30634,0.0619
30636,0.0619
30641,0.0619
30642,0.0619
30645,0.0619
30647,0.0619
30651,0.0618
30654,0.0618
30655,0.0618
30658,0.0618
30659,0.0618
30660,0.0618
30661,0.0618
30665,0.0618
30668,0.0618
30672,0.0618
30676,0.0618
30679,0.0618
30680,0.0618
30682,0.0618
30684,0.0618
30684,0.0618
30687,0.0618
30687,0.0618
30692,0.0618
30695,0.0618
30699,0.0617
30703,0.0617
30705,0.0617
30710,0.0617
30713,0.0617
30717,0.0617
30718,0.0617
30718,0.0617
30719,0.0617
30719,0.0617
30721,0.0617
30722,0.0617
30723,0.0617
30724,0.0617
30727,0.0617
30727,0.0617
30728,0.0617
30729,0.0617
30730,0.0617
30734,0.0617
30734,0.0616
30738,0.0616
30741,0.0616
30745,0.0616
30750,0.0616
30750,0.0616
30752,0.0616
30753,0.0616
30755,0.0616
30760,0.0616
30764,0.0616
30764,0.0616
30768,0.0616
30769,0.0616
30773,0.0616
30777,0.0616
30779,0.0616
30780,0.0616
30784,0.0616
30787,0.0616
30789,0.0615
30789,0.0615
30792,0.0615
30794,0.0615
30795,0.0615
30798,0.0615
30802,0.0615
30806,0.0615
30810,0.0615
30813,0.0615
30813,0.0615
30814,0.0615
30815,0.0615
30816,0.0615
30819,0.0615
30821,0.0615
30825,0.0615
30825,0.0615
30829,0.0615
30831,0.0615
30833,0.0614
30837,0.0614
30841,0.0614
30842,0.0614
30842,0.0614
30845,0.0614
30845,0.0614
30846,0.0614
30851,0.0614
30852,0.0614
30856,0.0614
30857,0.0614
30861,0.0614
30862,0.0614
30866,0.0614
30868,0.0614
30873,0.0614
30873,0.0614
30878,0.0614
30878,0.0614
30879,0.0614
30881,0.0613
30886,0.0613
30888,0.0613
30889,0.0613
30890,0.0613
30892,0.0613
30896,0.0613
30897,0.0613
30899,0.0613
30904,0.0613
30909,0.0613
30909,0.0613
30911,0.0613
30911,0.0613
30915,0.0613
30919,0.0613
30922,0.0613
30923,0.0613
30926,0.0613
30930,0.0613
30933,0.0612
30934,0.0612
30937,0.0612
30938,0.0612
30942,0.0612
30947,0.0612
30947,0.0612
30950,0.0612
30954,0.0612
30955,0.0612
30960,0.0612
30962,0.0612
30965,0.0612
30967,0.0612
30968,0.0612
30972,0.0612
30974,0.0612
30976,0.0612
30979,0.0612
30979,0.0612
30982,0.0611
30984,0.0611
30989,0.0611
30993,0.0611
30993,0.0611
30998,0.0611
31003,0.0611
31007,0.0611
31008,0.0611
31009,0.0611
31010,0.0611
31012,0.0611
31017,0.0611
31018,0.0611
31020,0.0611
31021,0.0611
31024,0.0611
31024,0.0611
31025,0.0611
31026,0.0611
31029,0.0611
31033,0.0610
31034,0.0610
31038,0.0610
31041,0.0610
31045,0.0610
31050,0.0610
31052,0.0610
31054,0.0610
31056,0.0610
31058,0.0610
31058,0.0610
31062,0.0610
31064,0.0610
31069,0.0610
31073,0.0610
31077,0.0610
31080,0.0610
31081,0.0610
31084,0.0610
31084,0.0610
31086,0.0609
31087,0.0609
31090,0.0609
31093,0.0609
31097,0.0609
31102,0.0609
31106,0.0609
31108,0.0609
31111,0.0609
31115,0.0609
31118,0.0609
31120,0.0609
31120,0.0609
31123,0.0609
31126,0.0609
31127,0.0609
31129,0.0609
31134,0.0609
31136,0.0609
31138,0.0609
31142,0.0609
31146,0.0608
31149,0.0608
31154,0.0608
31154,0.0608
31155,0.0608
31157,0.0608
31161,0.0608
31165,0.0608
31170,0.0608
31171,0.0608
31174,0.0608
31177,0.0608
31181,0.0608
31183,0.0608
31185,0.0608
31188,0.0608
31190,0.0608
31193,0.0608
31197,0.0608
31198,0.0608
31203,0.0608
31203,0.0607
31205,0.0607
31209,0.0607
31210,0.0607
